country,year,value,category
Spain,2005,212.89,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2004,261.64,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2003,270.26,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2002,282.23,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2001,274.56,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2000,496.12,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1999,856.92,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1998,943.53,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1997,1025.74,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1996,1002.13,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1995,1055.37,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1994,1038.45,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1993,1065.88,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1992,1026.32,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1991,1087.13,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,1990,1164.38,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2014,81.70,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2013,51.00,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2012,78.28,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2011,212.95,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2010,184.82,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2009,46.23,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2008,269.00,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2007,294.24,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2006,286.76,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2005,295.47,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2004,292.30,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2003,297.78,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2002,301.11,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2001,271.45,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2000,277.06,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1999,335.77,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1998,313.83,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1997,322.87,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1996,349.41,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1995,395.55,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1994,358.45,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1993,334.54,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1992,290.18,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1991,437.69,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1990,433.72,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2014,43.88,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2013,51.96,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2012,71.33,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2011,67.78,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2010,64.57,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2009,62.99,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2008,57.91,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2007,49.11,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2006,51.53,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2005,44.19,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2004,65.31,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2003,61.67,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2002,32.87,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2001,27.82,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,2000,49.90,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1999,25.58,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1998,23.83,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1997,21.03,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1996,20.42,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1995,17.49,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1994,20.87,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1993,34.70,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1992,80.61,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1991,98.51,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1990,116.52,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2006,450.06,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2005,559.97,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2004,600.78,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2003,595.33,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2002,595.92,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2001,592.20,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2000,591.38,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1999,591.07,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1998,593.87,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1997,593.33,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1996,597.28,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1995,592.88,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1994,693.65,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1993,786.58,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1992,781.92,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1991,854.54,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1990,692.77,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2010,26.67,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2009,53.95,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2008,174.24,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2007,154.71,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2006,111.16,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2005,142.33,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2004,93.34,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2003,77.15,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2002,98.66,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2001,112.08,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,2000,115.74,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1999,101.81,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1998,120.64,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1997,146.99,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1996,143.24,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1995,178.06,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1994,161.22,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1993,143.57,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1992,142.35,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1991,188.20,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1990,235.82,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2014,278.31,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2013,318.74,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2012,255.06,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2011,416.94,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2010,287.71,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2009,197.33,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2008,266.25,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2007,287.84,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2006,387.67,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2005,385.15,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2004,433.85,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2003,356.61,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2002,408.23,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2001,485.59,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,2000,596.79,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1999,473.96,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1998,493.73,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1997,503.12,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1996,596.36,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1995,596.94,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1994,611.40,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1993,602.73,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1992,690.35,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1991,1385.14,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1990,1651.53,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2014,5582.94,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2013,5858.17,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2012,6054.95,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2011,7026.63,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2010,4536.22,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2009,3926.58,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2008,6126.23,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2007,7774.82,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2006,6343.26,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2005,6677.50,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2004,6818.16,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2003,8170.36,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2002,10244.08,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2001,8245.92,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2000,15918.78,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1999,16910.13,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1998,16978.60,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1997,18267.24,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1996,19867.54,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1995,18640.47,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1994,17965.00,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1993,19484.62,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1992,19481.09,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1991,20912.46,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1990,24255.67,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Australia,2014,129.61,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2013,128.94,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2012,127.55,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2011,125.00,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2010,121.03,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2009,119.45,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2008,151.11,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2007,162.22,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2006,172.51,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2005,182.06,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2004,207.76,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2003,206.29,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2002,202.48,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2001,196.53,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2000,190.65,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1999,196.07,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1998,223.32,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1997,248.48,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1996,269.65,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1995,302.31,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1994,282.64,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1993,264.76,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1992,246.86,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1991,228.94,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,1990,211.02,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2014,312.96,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2013,304.87,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2012,311.88,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2011,307.35,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2010,335.87,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2009,341.68,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2008,373.43,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2007,367.01,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2006,453.46,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2005,493.63,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2004,484.01,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2003,549.44,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2002,613.30,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2001,629.33,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2000,574.53,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1999,676.37,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1998,869.88,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1997,1086.40,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1996,1176.90,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1995,1100.11,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1994,926.17,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1993,744.00,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1992,656.27,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1991,614.14,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1990,470.61,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2014,2.43,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2013,2.51,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2012,2.46,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2011,2.30,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2010,2.10,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2009,1.45,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2008,1.25,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2007,0.54,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2006,0.45,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2005,0.35,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2004,0.24,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2003,0.16,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2002,0.12,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2001,0.11,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,2000,0.10,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1999,0.09,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1998,0.07,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1997,0.06,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1996,0.01,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1995,0.00,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2014,95.22,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2013,115.75,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2012,110.43,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2011,112.09,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2010,102.03,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2009,93.31,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2008,86.88,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2007,78.86,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2006,76.55,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2005,90.69,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2004,90.20,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2003,101.93,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2002,116.17,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2001,139.22,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2000,144.06,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1999,153.66,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1998,295.95,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1997,538.85,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1996,2059.62,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1995,2139.73,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1994,1930.81,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1993,1588.53,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1992,1652.69,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1991,1492.84,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,1990,1575.10,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2014,15.62,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2013,19.72,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2012,19.29,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2011,14.19,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2010,12.47,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2009,9.52,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2008,9.16,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2007,8.81,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2006,8.48,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2005,8.16,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2004,8.13,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2003,7.69,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2002,7.27,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2001,6.87,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2000,6.49,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1999,6.14,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1998,5.80,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1997,5.48,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1996,5.18,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1995,4.90,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1994,4.63,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1993,4.37,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1992,4.13,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1991,3.91,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1990,3.69,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2014,362.63,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2013,437.98,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2012,439.63,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2011,395.18,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2010,440.42,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2009,373.87,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2008,644.35,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2007,726.19,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2006,1526.74,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2005,1417.36,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2004,2339.91,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2003,2651.44,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2002,3015.81,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2001,2557.11,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,2000,2902.96,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1999,2410.10,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1998,2357.49,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1997,1827.63,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1996,1768.65,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1995,2275.16,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1994,2441.74,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
